run_date,ticker,group,price,currency,chg_1d_pct,chg_1mo_pct,wk52_high,wk52_low,pct_below_52w_high,pct_above_52w_low
2026-08-19,SMCI,服务器,37.41,USD,-2.27,56.99,58.78,19.48,36.36,92.04
2026-08-19,DELL,服务器,468.65,USD,-2.33,22.72,514.0,110.22,8.82,325.2
2026-08-20,NVDA,算力芯片,217.56,USD,-0.99,7.02,236.54,164.07,8.02,32.6
2026-08-20,AMD,算力芯片,466.42,USD,-3.71,-7.38,584.73,149.22,20.23,212.57
2026-08-20,AVGO,定制ASIC,362.48,USD,-4.61,-4.15,495.0,286.17,26.77,26.67
2026-08-20,MRVL,定制ASIC,237.27,USD,9.85,21.71,329.88,61.44,28.07,286.18
2026-08-20,TSM,代工,412.09,USD,-0.32,2.43,479.0,225.63,13.97,82.64
2026-08-20,MU,存储,937.105,USD,-0.39,8.28,1255.0,114.25,25.33,720.22
2026-08-20,ANET,网络,186.45,USD,-3.48,10.1,214.89,114.52,13.23,62.81
2026-08-20,CRDO,网络,234.82,USD,-4.53,10.73,308.67,86.485,23.93,171.52
2026-08-20,COHR,光模块,287.47,USD,-6.19,0.73,440.0,85.52,34.67,236.14
2026-08-20,LITE,光模块,827.6,USD,-5.23,8.11,1085.68,115.205,23.77,618.37
2026-08-20,VRT,电源散热,261.0,USD,-4.23,-10.52,379.935,118.7,31.3,119.88
2026-08-20,SMCI,服务器,36.58,USD,-2.22,53.5,58.78,19.48,37.77,87.78
2026-08-20,DELL,服务器,437.55,USD,-6.64,14.58,514.0,110.22,14.87,296.98
2026-08-21,NVDA,算力芯片,216.85,USD,-0.33,4.61,236.54,164.07,8.32,32.17
2026-08-21,AMD,算力芯片,469.455,USD,0.65,-13.77,584.73,149.22,19.71,214.61
2026-08-21,AVGO,定制ASIC,364.03,USD,0.43,-5.81,495.0,287.17,26.46,26.76
2026-08-21,MRVL,定制ASIC,251.01,USD,5.79,20.7,329.88,61.44,23.91,308.54
2026-08-21,TSM,代工,416.0,USD,0.95,-2.03,479.0,225.63,13.15,84.37
2026-08-21,MU,存储,974.33,USD,3.97,0.36,1255.0,114.25,22.36,752.81
2026-08-21,ANET,网络,183.75,USD,-1.45,5.25,214.89,114.52,14.49,60.45
2026-08-21,CRDO,网络,231.35,USD,-1.48,3.34,308.67,86.485,25.05,167.5
2026-08-21,COHR,光模块,290.03,USD,0.89,-8.57,440.0,85.94,34.08,237.48
2026-08-21,LITE,光模块,879.28,USD,6.24,4.98,1085.68,115.89,19.01,658.72
2026-08-21,VRT,电源散热,264.63,USD,1.39,-13.09,379.935,118.7,30.35,122.94
2026-08-21,SMCI,服务器,36.5,USD,-0.22,43.14,58.78,19.48,37.9,87.37
2026-08-21,DELL,服务器,434.78,USD,-0.63,7.58,514.0,110.22,15.41,294.47
