run_date,week,author,tokens,share_pct,is_residual,is_us
2026-08-26,2026-06-29,others,6157171799000,13.179,1,0
2026-08-26,2026-07-06,deepseek,8611113159304,16.365,0,0
2026-08-26,2026-07-06,anthropic,7201510333151,13.686,0,1
2026-08-26,2026-07-06,tencent,6585467339227,12.515,0,0
2026-08-26,2026-07-06,xiaomi,6553131094475,12.454,0,0
2026-08-26,2026-07-06,minimax,4421985393877,8.404,0,0
2026-08-26,2026-07-06,google,4156598893228,7.899,0,1
2026-08-26,2026-07-06,z-ai,3828012732448,7.275,0,0
2026-08-26,2026-07-06,openai,3700909271007,7.033,0,1
2026-08-26,2026-07-06,nvidia,2582132588362,4.907,0,1
2026-08-26,2026-07-06,others,4978807894229,9.462,1,0
2026-08-26,2026-07-13,tencent,11584689133150,18.455,0,0
2026-08-26,2026-07-13,xiaomi,9920986006983,15.804,0,0
2026-08-26,2026-07-13,deepseek,8624708460002,13.739,0,0
2026-08-26,2026-07-13,anthropic,7340142407871,11.693,0,1
2026-08-26,2026-07-13,openai,4291523686566,6.836,0,1
2026-08-26,2026-07-13,google,4252528918816,6.774,0,1
2026-08-26,2026-07-13,z-ai,4203396445303,6.696,0,0
2026-08-26,2026-07-13,minimax,3975177460627,6.333,0,0
2026-08-26,2026-07-13,nvidia,3591367884762,5.721,0,1
2026-08-26,2026-07-13,others,4989423935538,7.948,1,0
2026-08-26,2026-07-20,xiaomi,11061409815038,19.058,0,0
2026-08-26,2026-07-20,deepseek,10100916778565,17.403,0,0
2026-08-26,2026-07-20,tencent,5728502190707,9.87,0,0
2026-08-26,2026-07-20,anthropic,5285440232471,9.106,0,1
2026-08-26,2026-07-20,google,4875662471587,8.4,0,1
2026-08-26,2026-07-20,openai,3996198108581,6.885,0,1
2026-08-26,2026-07-20,z-ai,3752401671230,6.465,0,0
2026-08-26,2026-07-20,nvidia,2911946344903,5.017,0,1
2026-08-26,2026-07-20,minimax,2225056690483,3.834,0,0
2026-08-26,2026-07-20,others,8103963112415,13.962,1,0
2026-08-26,2026-07-27,deepseek,12410285408636,21.853,0,0
2026-08-26,2026-07-27,xiaomi,6899960974224,12.15,0,0
2026-08-26,2026-07-27,openai,5588112554237,9.84,0,1
2026-08-26,2026-07-27,google,4852854490796,8.545,0,1
2026-08-26,2026-07-27,tencent,4850069098641,8.541,0,0
2026-08-26,2026-07-27,anthropic,4565492609632,8.039,0,1
2026-08-26,2026-07-27,z-ai,3253430485685,5.729,0,0
2026-08-26,2026-07-27,nvidia,2958851032646,5.21,0,1
2026-08-26,2026-07-27,minimax,2169438681946,3.82,0,0
2026-08-26,2026-07-27,others,9240093575478,16.271,1,0
2026-08-26,2026-08-03,deepseek,17880009028235,25.896,0,0
2026-08-26,2026-08-03,openai,8565811819060,12.406,0,1
2026-08-26,2026-08-03,tencent,8087849223756,11.714,0,0
2026-08-26,2026-08-03,google,6393000883242,9.259,0,1
2026-08-26,2026-08-03,xiaomi,5883265149152,8.521,0,0
2026-08-26,2026-08-03,anthropic,4846498903046,7.019,0,1
2026-08-26,2026-08-03,z-ai,3782800326620,5.479,0,0
2026-08-26,2026-08-03,nvidia,2959118370560,4.286,0,1
2026-08-26,2026-08-03,poolside,2090435856064,3.028,0,0
2026-08-26,2026-08-03,others,8557748288197,12.394,1,0
2026-08-26,2026-08-10,deepseek,19944869950088,26.473,0,0
2026-08-26,2026-08-10,tencent,9972500659072,13.237,0,0
2026-08-26,2026-08-10,openai,9759770038666,12.954,0,1
2026-08-26,2026-08-10,google,6817677023674,9.049,0,1
2026-08-26,2026-08-10,anthropic,6397397603204,8.491,0,1
2026-08-26,2026-08-10,z-ai,4590881103507,6.094,0,0
2026-08-26,2026-08-10,xiaomi,4272186356714,5.67,0,0
2026-08-26,2026-08-10,nvidia,3368876954695,4.472,0,1
2026-08-26,2026-08-10,poolside,1875459271486,2.489,0,0
2026-08-26,2026-08-10,others,8340962123725,11.071,1,0
2026-08-26,2026-08-17,deepseek,20494430089392,21.948,0,0
2026-08-26,2026-08-17,stealth,11568098525594,12.389,0,0
2026-08-26,2026-08-17,xiaomi,10485438175295,11.229,0,0
2026-08-26,2026-08-17,openai,9977664375703,10.685,0,1
2026-08-26,2026-08-17,tencent,8223646040560,8.807,0,0
2026-08-26,2026-08-17,google,6863049469429,7.35,0,1
2026-08-26,2026-08-17,nvidia,6349041845696,6.799,0,1
2026-08-26,2026-08-17,anthropic,4884338483523,5.231,0,1
2026-08-26,2026-08-17,z-ai,4150467443154,4.445,0,0
2026-08-26,2026-08-17,others,10380903913138,11.117,1,0
2026-08-26,2026-08-24,stealth,15012041933678,32.272,0,0
2026-08-26,2026-08-24,deepseek,7669937448701,16.488,0,0
2026-08-26,2026-08-24,xiaomi,3836469810090,8.247,0,0
2026-08-26,2026-08-24,openai,3589415523287,7.716,0,1
2026-08-26,2026-08-24,google,3368798750115,7.242,0,1
2026-08-26,2026-08-24,tencent,2775374619800,5.966,0,0
2026-08-26,2026-08-24,nvidia,2717319220237,5.841,0,1
2026-08-26,2026-08-24,anthropic,1969057030748,4.233,0,1
2026-08-26,2026-08-24,z-ai,1767316042092,3.799,0,0
2026-08-26,2026-08-24,others,3812003820341,8.195,1,0
